name,genre,year,score,votes,director,star
Superman III,Action,1983,5.0,66000.0,Richard Lester,Christopher Reeve
The Big Chill,Comedy,1983,7.2,34000.0,Lawrence Kasdan,Tom Berenger
Staying Alive,Drama,1983,4.7,15000.0,Sylvester Stallone,John Travolta
Jaws 3-D,Adventure,1983,3.7,41000.0,Joe Alves,Dennis Quaid
Christine,Horror,1983,6.7,75000.0,John Carpenter,Keith Gordon
Sleepaway Camp,Horror,1983,6.3,28000.0,Robert Hiltzik,Felissa Rose
Flashdance,Drama,1983,6.2,50000.0,Adrian Lyne,Jennifer Beals
WarGames,Action,1983,7.1,93000.0,John Badham,Matthew Broderick
The Right Stuff,Adventure,1983,7.8,57000.0,Philip Kaufman,Sam Shepard
Krull,Action,1983,6.1,31000.0,Peter Yates,Ken Marshall
Spring Break,Comedy,1983,4.9,2800.0,Sean S. Cunningham,David Knell
The Dead Zone,Drama,1983,7.2,65000.0,David Cronenberg,Christopher Walken
Octopussy,Action,1983,6.5,98000.0,John Glen,Roger Moore
Private School,Comedy,1983,5.3,6100.0,Noel Black,Phoebe Cates
Valley Girl,Comedy,1983,6.4,14000.0,Martha Coolidge,Nicolas Cage
Rumble Fish,Crime,1983,7.2,32000.0,Francis Ford Coppola,Matt Dillon
Videodrome,Horror,1983,7.2,86000.0,David Cronenberg,James Woods
Terms of Endearment,Comedy,1983,7.4,57000.0,James L. Brooks,Shirley MacLaine
Twilight Zone: The Movie,Horror,1983,6.5,34000.0,Directors,Dan Aykroyd
Never Say Never Again,Action,1983,6.2,63000.0,Irvin Kershner,Sean Connery
A Christmas Story,Comedy,1983,7.9,134000.0,Bob Clark,Peter Billingsley
Cujo,Horror,1983,6.1,41000.0,Lewis Teague,Dee Wallace
Sudden Impact,Action,1983,6.6,42000.0,Clint Eastwood,Clint Eastwood
The Hunger,Drama,1983,6.7,24000.0,Tony Scott,Catherine Deneuve
Mr. Mom,Comedy,1983,6.6,22000.0,Stan Dragoti,Michael Keaton
Blue Thunder,Action,1983,6.4,18000.0,John Badham,Roy Scheider
Breathless,Action,1983,5.9,8700.0,Jim McBride,Richard Gere
Psycho II,Crime,1983,6.5,25000.0,Richard Franklin,Anthony Perkins
Local Hero,Comedy,1983,7.4,22000.0,Bill Forsyth,Burt Lancaster
Bad Boys,Crime,1983,7.2,14000.0,Rick Rosenthal,Sean Penn
Silkwood,Biography,1983,7.2,19000.0,Mike Nichols,Meryl Streep
All the Right Moves,Drama,1983,5.9,16000.0,Michael Chapman,Tom Cruise
The Keep,Drama,1983,5.7,11000.0,Michael Mann,Scott Glenn
My Tutor,Comedy,1983,5.2,3300.0,George Bowers,Matt Lattanzi
Yentl,Drama,1983,6.6,13000.0,Barbra Streisand,Barbra Streisand
Fire and Ice,Animation,1983,6.6,10000.0,Ralph Bakshi,Randy Norton
Eddie and the Cruisers,Drama,1983,6.9,6900.0,Martin Davidson,Tom Berenger
Yellowbeard,Action,1983,6.0,7500.0,Mel Damski,Graham Chapman
The Meaning of Life,Comedy,1983,7.5,115000.0,Terry Jones,John Cleese
Nostalghia,Drama,1983,8.1,24000.0,Andrei Tarkovsky,Oleg Yankovskiy
Hot Dog... The Movie,Comedy,1983,5.0,3200.0,Peter Markle,David Naughton
Smokey and the Bandit Part 3,Action,1983,3.5,8200.0,Dick Lowry,Jackie Gleason
Deathstalker,Action,1983,4.6,4600.0,James Sbardellati,Rick Hill
Porky's II: The Next Day,Comedy,1983,5.0,11000.0,Bob Clark,Dan Monahan
Something Wicked This Way Comes,Fantasy,1983,6.8,8600.0,Jack Clayton,Jason Robards
Tender Mercies,Drama,1983,7.4,9700.0,Bruce Beresford,Robert Duvall
Star 80,Biography,1983,6.7,6000.0,Bob Fosse,Mariel Hemingway
Gorky Park,Crime,1983,6.7,13000.0,Michael Apted,William Hurt
Lone Wolf McQuade,Action,1983,6.3,11000.0,Steve Carver,Chuck Norris
Easy Money,Comedy,1983,6.3,8200.0,James Signorelli,Rodney Dangerfield
Merry Christmas Mr. Lawrence,Drama,1983,7.3,16000.0,Nagisa Ôshima,David Bowie
Losin' It,Comedy,1983,4.9,4200.0,Curtis Hanson,Tom Cruise
Screwballs,Comedy,1983,4.7,3000.0,Rafal Zielinski,Peter Keleghan
Brainstorm,Sci-Fi,1983,6.4,11000.0,Douglas Trumbull,Christopher Walken
The Man with Two Brains,Comedy,1983,6.4,25000.0,Carl Reiner,Steve Martin
Angel,Action,1983,5.7,2900.0,Robert Vincent O'Neil,Cliff Gorman
10 to Midnight,Crime,1983,6.3,7200.0,J. Lee Thompson,Charles Bronson
Uncommon Valor,Action,1983,6.4,9300.0,Ted Kotcheff,Gene Hackman
Doctor Detroit,Comedy,1983,5.2,5400.0,Michael Pressman,Dan Aykroyd
Mortuary,Horror,1983,5.2,1900.0,Howard Avedis,Mary Beth McDonough
Stroker Ace,Action,1983,4.9,3700.0,Hal Needham,Burt Reynolds
Sahara,Adventure,1983,5.0,1500.0,Andrew V. McLaglen,Brooke Shields
Two of a Kind,Comedy,1983,4.7,3900.0,John Herzfeld,John Travolta
Chained Heat,Action,1983,5.0,2100.0,Paul Nicholas,Linda Blair
Spacehunter: Adventures in the Forbidden Zone,Action,1983,5.5,5500.0,Lamont Johnson,Peter Strauss
High Road to China,Adventure,1983,6.1,5100.0,Brian G. Hutton,Tom Selleck
Never Cry Wolf,Adventure,1983,7.5,7800.0,Carroll Ballard,Charles Martin Smith
The Pirates of Penzance,Comedy,1983,7.1,3300.0,Wilford Leach,Kevin Kline
Rock & Rule,Animation,1983,6.5,3400.0,Clive Smith,Don Francks
Hercules,Adventure,1983,4.0,3600.0,Luigi Cozzi,Lou Ferrigno
Educating Rita,Comedy,1983,7.2,13000.0,Lewis Gilbert,Michael Caine
A Night in Heaven,Drama,1983,4.3,1200.0,John G. Avildsen,Christopher Atkins
Under Fire,Drama,1983,7.0,7200.0,Roger Spottiswoode,Nick Nolte
Amityville 3-D,Horror,1983,4.1,6000.0,Richard Fleischer,Tony Roberts
Testament,Drama,1983,7.0,5800.0,Lynne Littman,Jane Alexander
The Osterman Weekend,Action,1983,5.9,8200.0,Sam Peckinpah,Rutger Hauer
Revenge of the Ninja,Action,1983,6.1,4700.0,Sam Firstenberg,Shô Kosugi
Zelig,Comedy,1983,7.7,41000.0,Woody Allen,Woody Allen
Independence Day,Drama,1983,6.5,458.0,Robert Mandel,Kathleen Quinlan
Escape from the Bronx,Action,1983,4.6,2300.0,Enzo G. Castellari,Mark Gregory
To Be or Not to Be,Comedy,1983,6.8,10000.0,Alan Johnson,Mel Brooks
Eureka,Drama,1983,6.0,3100.0,Nicolas Roeg,Gene Hackman
The Wicked Lady,Adventure,1983,4.7,1100.0,Michael Winner,Faye Dunaway
Still Smokin,Comedy,1983,5.6,7400.0,Tommy Chong,Cheech Marin
"Yor, the Hunter from the Future",Action,1983,4.4,2900.0,Antonio Margheriti,Reb Brown
Of Unknown Origin,Horror,1983,6.1,2900.0,George P. Cosmatos,Peter Weller
Curse of the Pink Panther,Comedy,1983,4.3,5700.0,Blake Edwards,David Niven
D.C. Cab,Action,1983,5.5,4400.0,Joel Schumacher,Max Gail
Beyond the Limit,Drama,1983,5.7,1200.0,John Mackenzie,Michael Caine
The Survivors,Comedy,1983,5.8,4700.0,Michael Ritchie,Walter Matthau
The Lonely Lady,Drama,1983,3.0,938.0,Peter Sasdy,Pia Zadora
The Star Chamber,Crime,1983,6.3,6500.0,Peter Hyams,Michael Douglas
The Dresser,Drama,1983,7.6,4900.0,Peter Yates,Albert Finney
The Lords of Discipline,Thriller,1983,6.6,2600.0,Franc Roddam,David Keith
Cross Creek,Biography,1983,7.0,1700.0,Martin Ritt,Mary Steenburgen
The Man Who Loved Women,Comedy,1983,5.3,2200.0,Blake Edwards,Burt Reynolds
Nightmares,Horror,1983,5.8,3000.0,Joseph Sargent,Cristina Raines
Deal of the Century,Comedy,1983,4.6,3600.0,William Friedkin,Chevy Chase
Eddie Macon's Run,Action,1983,5.7,1100.0,Jeff Kanew,Kirk Douglas
Max Dugan Returns,Comedy,1983,6.6,3300.0,Herbert Ross,Jason Robards
The Sting II,Comedy,1983,4.9,2100.0,Jeremy Kagan,Jackie Gleason
Baby It's You,Comedy,1983,6.3,1700.0,John Sayles,Rosanna Arquette
Heat and Dust,Drama,1983,6.6,1600.0,James Ivory,Julie Christie
Going Berserk,Comedy,1983,5.2,1700.0,David Steinberg,John Candy
Daniel,Drama,1983,6.6,1200.0,Sidney Lumet,Timothy Hutton
Heart Like a Wheel,Biography,1983,6.7,1300.0,Jonathan Kaplan,Bonnie Bedelia
Love Letters,Drama,1983,5.9,701.0,Amy Holden Jones,Jamie Lee Curtis
Get Crazy,Comedy,1983,6.7,1100.0,Allan Arkush,Malcolm McDowell
Nate and Hayes,Action,1983,6.2,2100.0,Ferdinand Fairfax,Tommy Lee Jones
Strange Invaders,Horror,1983,5.5,2700.0,Michael Laughlin,Paul Le Mat
The Black Stallion Returns,Adventure,1983,6.0,2100.0,Robert Dalva,Kelly Reno
Metalstorm: the Destruction of Jared-Syn,Action,1983,3.8,1600.0,Charles Band,Jeffrey Byron
Getting It on,Comedy,1983,3.7,208.0,William Olsen,Martin Yost
Lianna,Drama,1983,6.8,1600.0,John Sayles,Linda Griffiths
Better Late Than Never,Comedy,1983,5.8,115.0,Bryan Forbes,David Niven
Lovesick,Comedy,1983,5.2,747.0,Marshall Brickman,Dudley Moore
Running Brave,Biography,1983,6.7,659.0,Donald Shebib,Robby Benson
Exposed,Drama,1983,5.1,786.0,James Toback,Nastassja Kinski
Trenchcoat,Comedy,1983,5.3,456.0,Michael Tuchner,Margot Kidder
Stryker,Action,1983,4.3,617.0,Cirio H. Santiago,Steve Sandor
The Man Who Wasn't There,Action,1983,3.8,513.0,Bruce Malmuth,Steve Guttenberg
Table for Five,Drama,1983,6.1,681.0,Robert Lieberman,Jon Voight
Romantic Comedy,Comedy,1983,5.2,786.0,Arthur Hiller,Dudley Moore
Young Warriors,Action,1983,4.7,460.0,Lawrence David Foldes,Ernest Borgnine
"Man, Woman and Child",Drama,1983,6.1,368.0,Dick Richards,Martin Sheen
Hanna K.,Drama,1983,6.3,661.0,Costa-Gavras,Jill Clayburgh
Slayground,Crime,1983,4.9,360.0,Terry Bedford,Peter Coyote
White Star,Drama,1983,6.0,235.0,Roland Klick,Dennis Hopper
Richard Pryor... Here and Now,Comedy,1983,7.3,2200.0,Richard Pryor,Richard Pryor
Deadly Force,Action,1983,4.9,300.0,Paul Aaron,Wings Hauser
My Brother's Wedding,Drama,1983,7.2,826.0,Charles Burnett,Everett Silas
Blue Skies Again,Comedy,1983,5.4,169.0,Richard Michaels,Harry Hamlin
Last Plane Out,Action,1983,4.5,131.0,David Nelson,Jan-Michael Vincent
Cross Country,Thriller,1983,5.4,182.0,Paul Lynch,Richard Beymer
A Polish Vampire in Burbank,Comedy,1983,5.0,275.0,Mark Pirro,Mark Pirro
Forever Young,Drama,1983,6.7,51.0,David Drury,James Aubrey
The Golden Seal,Drama,1983,5.3,313.0,Frank Zuniga,Steve Railsback
The Business of Show Business,History,1983,8.3,79.0,Tom Logan,
The Terminator,Action,1984,8.0,812000.0,James Cameron,Arnold Schwarzenegger
Dune,Action,1984,6.5,132000.0,David Lynch,Kyle MacLachlan
Ghostbusters,Action,1984,7.8,365000.0,Ivan Reitman,Bill Murray
The Karate Kid,Action,1984,7.3,205000.0,John G. Avildsen,Ralph Macchio
Once Upon a Time in America,Crime,1984,8.4,321000.0,Sergio Leone,Robert De Niro
Police Academy,Comedy,1984,6.7,118000.0,Hugh Wilson,Steve Guttenberg
Indiana Jones and the Temple of Doom,Action,1984,7.5,459000.0,Steven Spielberg,Harrison Ford
Body Double,Crime,1984,6.8,30000.0,Brian De Palma,Craig Wasson
A Nightmare on Elm Street,Horror,1984,7.5,212000.0,Wes Craven,Heather Langenkamp
Amadeus,Biography,1984,8.3,377000.0,Milos Forman,F. Murray Abraham
Beverly Hills Cop,Action,1984,7.3,171000.0,Martin Brest,Eddie Murphy
Red Dawn,Action,1984,6.4,53000.0,John Milius,Patrick Swayze
The NeverEnding Story,Adventure,1984,7.4,135000.0,Wolfgang Petersen,Noah Hathaway
Footloose,Drama,1984,6.6,73000.0,Herbert Ross,Kevin Bacon
Revenge of the Nerds,Comedy,1984,6.6,50000.0,Jeff Kanew,Robert Carradine
Gremlins,Comedy,1984,7.3,204000.0,Joe Dante,Zach Galligan
Romancing the Stone,Action,1984,6.9,86000.0,Robert Zemeckis,Michael Douglas
Streets of Fire,Action,1984,6.7,19000.0,Walter Hill,Michael Paré
Sixteen Candles,Comedy,1984,7.0,108000.0,John Hughes,Molly Ringwald
"Paris, Texas",Drama,1984,8.1,96000.0,Wim Wenders,Harry Dean Stanton
This Is Spinal Tap,Comedy,1984,7.9,132000.0,Rob Reiner,Rob Reiner
1984,Drama,1984,7.1,68000.0,Michael Radford,John Hurt
Top Secret!,Comedy,1984,7.2,62000.0,Jim Abrahams,Val Kilmer
Conan the Destroyer,Action,1984,5.9,77000.0,Richard Fleischer,Arnold Schwarzenegger
Children of the Corn,Horror,1984,5.6,49000.0,Fritz Kiersch,Peter Horton
The Last Starfighter,Action,1984,6.8,39000.0,Nick Castle,Lance Guest
Splash,Comedy,1984,6.3,71000.0,Ron Howard,Tom Hanks
Blood Simple,Crime,1984,7.6,91000.0,Joel Coen,John Getz
The Natural,Drama,1984,7.5,46000.0,Barry Levinson,Robert Redford
Bachelor Party,Comedy,1984,6.3,36000.0,Neal Israel,Tom Hanks
Nausicaä of the Valley of the Wind,Animation,1984,8.1,157000.0,Hayao Miyazaki,Sumi Shimamoto
Friday the 13th: the Final Chapter,Horror,1984,6.0,47000.0,Joseph Zito,Erich Anderson
Hardbodies,Comedy,1984,4.9,3200.0,Mark Griffiths,Grant Cramer
Against All Odds,Action,1984,5.9,11000.0,Taylor Hackford,Rachel Ward
Supergirl,Action,1984,4.4,19000.0,Jeannot Szwarc,Helen Slater
The Bounty,Adventure,1984,7.0,25000.0,Roger Donaldson,Mel Gibson
Firestarter,Action,1984,6.1,30000.0,Mark L. Lester,Drew Barrymore
C.H.U.D.,Horror,1984,5.6,11000.0,Douglas Cheek,John Heard
The Woman in Red,Comedy,1984,6.0,15000.0,Gene Wilder,Gene Wilder
Runaway,Action,1984,5.9,12000.0,Michael Crichton,Tom Selleck
The Adventures of Buckaroo Banzai Across the 8th Dimension,Adventure,1984,6.4,25000.0,W.D. Richter,Peter Weller
Star Trek III: The Search for Spock,Action,1984,6.7,76000.0,Leonard Nimoy,William Shatner
Repo Man,Action,1984,6.9,35000.0,Alex Cox,Harry Dean Stanton
2010: the Year We Make Contact,Adventure,1984,6.8,50000.0,Peter Hyams,Roy Scheider
The Killing Fields,Biography,1984,7.8,53000.0,Roland Joffé,Sam Waterston
The Cotton Club,Crime,1984,6.5,17000.0,Francis Ford Coppola,Richard Gere
Starman,Romance,1984,7.0,44000.0,John Carpenter,Jeff Bridges
Night of the Comet,Comedy,1984,6.4,19000.0,Thom Eberhardt,Catherine Mary Stewart
Blame It on Rio,Comedy,1984,5.8,10000.0,Stanley Donen,Michael Caine
Dreamscape,Action,1984,6.3,14000.0,Joseph Ruben,Dennis Quaid
Crimes of Passion,Drama,1984,6.4,6600.0,Ken Russell,Kathleen Turner
The Philadelphia Experiment,Adventure,1984,6.1,15000.0,Stewart Raffill,Michael Paré
Places in the Heart,Drama,1984,7.4,11000.0,Robert Benton,Sally Field
Bolero,Comedy,1984,3.0,5100.0,John Derek,Bo Derek
Cannonball Run II,Action,1984,5.1,15000.0,Hal Needham,Burt Reynolds
Stranger Than Paradise,Comedy,1984,7.5,36000.0,Jim Jarmusch,John Lurie
The Ice Pirates,Action,1984,5.7,10000.0,Stewart Raffill,Robert Urich
A Passage to India,Adventure,1984,7.3,18000.0,David Lean,Judy Davis
Purple Rain,Drama,1984,6.5,20000.0,Albert Magnoli,Prince
The Hotel New Hampshire,Comedy,1984,6.0,8000.0,Tony Richardson,Rob Lowe
The Hit,Crime,1984,7.1,7700.0,Stephen Frears,Freddie Stuart
Sheena,Adventure,1984,4.9,4600.0,John Guillermin,Tanya Roberts
Missing in Action,Action,1984,5.5,14000.0,Joseph Zito,Chuck Norris
"Greystoke: The Legend of Tarzan, Lord of the Apes",Adventure,1984,6.4,18000.0,Hugh Hudson,Christopher Lambert
The Muppets Take Manhattan,Adventure,1984,6.9,20000.0,Frank Oz,Jim Henson
The Wild Life,Comedy,1984,6.1,2500.0,Art Linson,Chris Penn
Falling in Love,Drama,1984,6.5,13000.0,Ulu Grosbard,Robert De Niro
Gwendoline,Action,1984,5.3,2700.0,Just Jaeckin,Tawny Kitaen
Breakin',Comedy,1984,5.8,6000.0,Joel Silberg,Lucinda Dickey
Birdy,Drama,1984,7.3,22000.0,Alan Parker,Matthew Modine
The Company of Wolves,Drama,1984,6.7,15000.0,Neil Jordan,Sarah Patterson
Ghoulies,Comedy,1984,4.2,8400.0,Luca Bercovici,Peter Liapis
Electric Dreams,Comedy,1984,6.5,7100.0,Steve Barron,Lenny von Dohlen
Cloak & Dagger,Action,1984,6.6,7000.0,Richard Franklin,Henry Thomas
Racing with the Moon,Comedy,1984,6.7,4200.0,Richard Benjamin,Sean Penn
"Silent Night, Deadly Night",Horror,1984,5.9,14000.0,Charles E. Sellier Jr.,Lilyan Chauvin
The Pope of Greenwich Village,Action,1984,6.7,8000.0,Stuart Rosenberg,Eric Roberts
All of Me,Comedy,1984,6.7,17000.0,Carl Reiner,Steve Martin
"Grandview, U.S.A.",Drama,1984,5.4,1800.0,Randal Kleiser,Jamie Lee Curtis
Where the Boys Are,Comedy,1984,4.1,983.0,Hy Averback,Lisa Hartman
Reckless,Comedy,1984,6.3,1900.0,James Foley,Aidan Quinn
Tightrope,Crime,1984,6.3,16000.0,Richard Tuggle,Clint Eastwood
Rhinestone,Comedy,1984,3.9,7000.0,Bob Clark,Sylvester Stallone
The Flamingo Kid,Comedy,1984,6.2,5000.0,Garry Marshall,Matt Dillon
Up the Creek,Comedy,1984,5.6,3300.0,Robert Butler,Tim Matheson
Swing Shift,Drama,1984,5.9,4400.0,Jonathan Demme,Goldie Hawn
Beat Street,Drama,1984,6.5,3600.0,Stan Lathan,Rae Dawn Chong
Joy of Sex,Comedy,1984,3.7,705.0,Martha Coolidge,Cameron Dye
Breakin' 2: Electric Boogaloo,Comedy,1984,5.1,3900.0,Sam Firstenberg,Lucinda Dickey
The Razor's Edge,Drama,1984,6.6,5100.0,John Byrum,Bill Murray
Tank,Action,1984,5.8,4100.0,Marvin J. Chomsky,James Garner
Moscow on the Hudson,Comedy,1984,6.5,11000.0,Paul Mazursky,Robin Williams
Ninja III: The Domination,Action,1984,5.4,4200.0,Sam Firstenberg,Shô Kosugi
The Warrior and the Sorceress,Adventure,1984,4.3,1700.0,John C. Broderick,David Carradine
The Evil That Men Do,Action,1984,6.0,3600.0,J. Lee Thompson,Charles Bronson
Firstborn,Drama,1984,6.2,2300.0,Michael Apted,Teri Garr
Cut and Run,Adventure,1984,5.7,2100.0,Ruggero Deodato,Lisa Blount
Teachers,Comedy,1984,6.1,4000.0,Arthur Hiller,Nick Nolte
Repentance,Drama,1984,8.3,4100.0,Tengiz Abuladze,Avtandil Makharadze
The River,Drama,1984,6.3,6500.0,Mark Rydell,Mel Gibson
Razorback,Horror,1984,6.0,6100.0,Russell Mulcahy,Gregory Harrison
A Soldier's Story,Crime,1984,7.2,9300.0,Norman Jewison,Howard E. Rollins Jr.
Comfort and Joy,Comedy,1984,6.7,1900.0,Bill Forsyth,Bill Paterson
Meatballs Part II,Comedy,1984,3.7,2300.0,Ken Wiederhorn,Richard Mulligan
Lassiter,Action,1984,5.9,2200.0,Roger Young,Tom Selleck
Irreconcilable Differences,Comedy,1984,5.8,2900.0,Charles Shyer,Ryan O'Neal
City Heat,Action,1984,5.5,9300.0,Richard Benjamin,Clint Eastwood
Under the Volcano,Drama,1984,7.0,5100.0,John Huston,Albert Finney
Iceman,Drama,1984,6.1,5300.0,Fred Schepisi,Timothy Hutton
Flashpoint,Action,1984,6.4,2300.0,William Tannen,Kris Kristofferson
The Little Drummer Girl,Drama,1984,6.1,2000.0,George Roy Hill,Diane Keaton
Lust in the Dust,Comedy,1984,6.4,3000.0,Paul Bartel,Tab Hunter
Hot Moves,Comedy,1984,4.8,619.0,Jim Sotos,Michael Zorek
Oxford Blues,Comedy,1984,5.3,3000.0,Robert Boris,Rob Lowe
Thief of Hearts,Crime,1984,5.8,1600.0,Douglas Day Stewart,Steven Bauer
The Brother from Another Planet,Comedy,1984,6.8,5700.0,John Sayles,Joe Morton
No Small Affair,Comedy,1984,5.5,2000.0,Jerry Schatzberg,Jon Cryer
Broadway Danny Rose,Comedy,1984,7.4,24000.0,Woody Allen,Woody Allen
Best Defense,Comedy,1984,3.8,5600.0,Willard Huyck,Dudley Moore
Micki + Maude,Comedy,1984,6.0,2800.0,Blake Edwards,Dudley Moore
Protocol,Comedy,1984,5.5,4600.0,Herbert Ross,Goldie Hawn
Exterminator 2,Action,1984,4.5,2000.0,Mark Buntzman,Robert Ginty
American Dreamer,Comedy,1984,6.6,1400.0,Rick Rosenthal,JoBeth Williams
The Lonely Guy,Comedy,1984,6.3,6800.0,Arthur Hiller,Steve Martin
Choose Me,Comedy,1984,6.8,2600.0,Alan Rudolph,Geneviève Bujold
Making the Grade,Comedy,1984,5.7,1300.0,Dorian Walker,Judd Nelson
Full Moon in Paris,Comedy,1984,7.4,4200.0,Éric Rohmer,Pascale Ogier
Unfaithfully Yours,Comedy,1984,6.0,2600.0,Howard Zieff,Dudley Moore
Impulse,Horror,1984,5.9,1300.0,Graham Baker,Tim Matheson
Mrs. Soffel,Drama,1984,6.1,3000.0,Gillian Armstrong,Diane Keaton
Garbo Talks,Comedy,1984,6.4,1500.0,Sidney Lumet,Anne Bancroft
Country,Drama,1984,6.7,1800.0,Richard Pearce,Jessica Lange
Cheech & Chong's the Corsican Brothers,Comedy,1984,4.7,3900.0,Tommy Chong,Cheech Marin
Purple Hearts,Drama,1984,5.8,816.0,Sidney J. Furie,Ken Wahl
Give My Regards to Broad Street,Drama,1984,5.2,1400.0,Peter Webb,Paul McCartney
Songwriter,Drama,1984,6.3,599.0,Alan Rudolph,Willie Nelson
Finders Keepers,Comedy,1984,5.4,856.0,Richard Lester,Michael O'Keefe
The Bostonians,Drama,1984,6.3,1800.0,James Ivory,Christopher Reeve
Body Rock,Drama,1984,3.7,446.0,Marcelo Epstein,Lorenzo Lamas
The River Rat,Adventure,1984,6.3,866.0,Thomas Rickman,Tommy Lee Jones
Just the Way You Are,Comedy,1984,5.9,807.0,Édouard Molinaro,Kristy McNichol
Until September,Drama,1984,5.7,634.0,Richard Marquand,Karen Allen
Crackers,Adventure,1984,5.2,1200.0,Louis Malle,Donald Sutherland
Kaos,Comedy,1984,7.9,2700.0,Paolo Taviani,Margarita Lozano
Misunderstood,Drama,1984,6.0,440.0,Jerry Schatzberg,Gene Hackman
Mike's Murder,Drama,1984,5.8,822.0,James Bridges,Debra Winger
The Buddy System,Drama,1984,5.7,794.0,Glenn Jordan,Richard Dreyfuss
A Private Function,Comedy,1984,6.5,2600.0,Malcolm Mowbray,Michael Palin
Scandalous,Comedy,1984,4.5,212.0,Rob Cohen,Robert Hays
"Oh, God! You Devil",Comedy,1984,5.4,2400.0,Paul Bogart,George Burns
The Bay Boy,Drama,1984,6.3,653.0,Daniel Petrie,Liv Ullmann
Heavenly Bodies,Drama,1984,5.2,733.0,Lawrence Dane,Cynthia Dale
Heartbreakers,Drama,1984,5.9,456.0,Bobby Roth,Peter Coyote
Champions,Biography,1984,6.5,586.0,John Irvin,John Hurt
A Sunday in the Country,Drama,1984,7.6,2500.0,Bertrand Tavernier,Louis Ducreux
Mass Appeal,Drama,1984,6.6,952.0,Glenn Jordan,Jack Lemmon
Windy City,Drama,1984,5.8,262.0,Armyan Bernstein,John Shea
Lovelines,Comedy,1984,5.3,241.0,Rod Amateau,Greg Bradford
The Bear,Biography,1984,6.1,270.0,Richard C. Sarafian,Gary Busey
Weekend Pass,Comedy,1984,3.8,424.0,Lawrence Bassoff,Patrick Houser
Over the Brooklyn Bridge,Comedy,1984,5.7,1400.0,Menahem Golan,Elliott Gould
Fast Talking,Drama,1984,6.9,94.0,Ken Cameron,Steve Bisley
Lily in Love,Comedy,1984,5.7,184.0,Károly Makk,Christopher Plummer
Winter Flight,Drama,1984,7.3,67.0,Roy Battersby,Reece Dinsdale
Almost You,Comedy,1984,5.1,216.0,Adam Brooks,Brooke Adams
The Adventures of Pinocchio,Animation,1984,5.1,73.0,Ippei Kuri,Danielle Romeo
Blame It on the Night,Comedy,1984,5.1,172.0,Gene Taft,Nick Mancuso
Petit Con,Comedy,1984,6.2,105.0,Gérard Lauzier,Guy Marchand
Weird Science,Comedy,1985,6.6,83000.0,John Hughes,Anthony Michael Hall
The Goonies,Adventure,1985,7.8,252000.0,Richard Donner,Sean Astin
Back to the Future,Adventure,1985,8.5,1100000.0,Robert Zemeckis,Michael J. Fox
To Live and Die in L.A.,Action,1985,7.3,31000.0,William Friedkin,William Petersen
Clue,Comedy,1985,7.3,88000.0,Jonathan Lynn,Eileen Brennan
The Breakfast Club,Comedy,1985,7.8,367000.0,John Hughes,Emilio Estevez
Cocoon,Comedy,1985,6.7,59000.0,Ron Howard,Don Ameche
Rambo: First Blood Part II,Action,1985,6.5,159000.0,George P. Cosmatos,Sylvester Stallone
Mask,Biography,1985,7.2,27000.0,Peter Bogdanovich,Cher
Legend,Adventure,1985,6.4,62000.0,Ridley Scott,Tom Cruise
The Return of the Living Dead,Comedy,1985,7.3,56000.0,Dan O'Bannon,Clu Gulager
St. Elmo's Fire,Drama,1985,6.4,38000.0,Joel Schumacher,Demi Moore
Brazil,Drama,1985,7.9,191000.0,Terry Gilliam,Jonathan Pryce
Pale Rider,Drama,1985,7.3,55000.0,Clint Eastwood,Clint Eastwood
Teen Wolf,Comedy,1985,6.1,48000.0,Rod Daniel,Michael J. Fox
Real Genius,Comedy,1985,7.0,31000.0,Martha Coolidge,Val Kilmer
Commando,Action,1985,6.7,150000.0,Mark L. Lester,Arnold Schwarzenegger
Witness,Crime,1985,7.4,89000.0,Peter Weir,Harrison Ford
The Color Purple,Drama,1985,7.8,81000.0,Steven Spielberg,Danny Glover
Silverado,Action,1985,7.2,40000.0,Lawrence Kasdan,Kevin Kline
Rocky IV,Drama,1985,6.9,192000.0,Sylvester Stallone,Sylvester Stallone
Better Off Dead...,Comedy,1985,7.1,42000.0,Savage Steve Holland,John Cusack
Ran,Action,1985,8.2,117000.0,Akira Kurosawa,Tatsuya Nakadai
